Product,Current Price,Orignal Price,Weight in lbs,True Weight,Brand,Producer,State,City,Zip Code,Source,Address,Local,Vendor,VendorAddress,True Amount,Amount in dz
"Birds Eye Carrots, Broccoli & Cauliflower 10.8 Oz",2.59,3.29,0.675,10.8 oz,,,IA,Glenwood,51534,Russ Market,900 South Locust Street,False,,,,
"The Little Potato Co. Potatoes, Fresh 1.5 Lb",4.79,4.79,1.5,1.5 lb,,,IA,Glenwood,51534,Russ Market,900 South Locust Street,False,,11749 180 St NW Edmonton AB T5S 2H6,,
"The Little Potato Company Potatoes, Fresh Creamer, Dynamic Duo 1.5 Lb",4.79,4.79,1.5,1.5 lb,,,IA,Glenwood,51534,Russ Market,900 South Locust Street,False,,11749 180 St NW Edmonton AB T5S 2H6,,
"The Little Potato Company Potatoes, Fresh Little Potatoes, Little Trios 1.5 Lb",4.79,4.79,1.5,1.5 lb,,,IA,Glenwood,51534,Russ Market,900 South Locust Street,False,,,,
"The Little Potato Co. Fresh Potatoes, Little Reds 1.5 Lb",4.79,4.79,1.5,1.5 lb,,,IA,Glenwood,51534,Russ Market,900 South Locust Street,False,,11749 180 St NW Edmonton AB T5S 2H6,,
"The Little Potato Potatoes,  Fresh Creamer, Savory Herb 454 G",4.99,4.99,,,,,IA,Glenwood,51534,Russ Market,900 South Locust Street,False,,,,
"The Little Potato Co. Fresh Potatoes, With Seasoning Pack 1 Lb",4.99,4.99,1,1 lb,,,IA,Glenwood,51534,Russ Market,900 South Locust Street,False,,,,
"The Little Potato Co. Fresh Potatoes, With Seasoning Pack 1 Lb",4.99,4.99,1,1 lb,,,IA,Glenwood,51534,Russ Market,900 South Locust Street,False,,,,
The Little Potato Company Fresh Little Potatoes With Seasoning Pack 7.5 In,4.99,4.99,,,,,IA,Glenwood,51534,Russ Market,900 South Locust Street,False,,,,
Best Choice Potatoes,2.89,2.89,5,5 lb,,,IA,Glenwood,51534,Russ Market,900 South Locust Street,False,,,,
"Potatoes, Yukon Gold",3.89,3.89,5,5 lb,,,IA,Glenwood,51534,Russ Market,900 South Locust Street,False,,,,
"Potatoes, Red",3.99,3.99,5,5 lb,,,IA,Glenwood,51534,Russ Market,900 South Locust Street,False,,6613 Evers Rd San Antonio TX 78238,,
Green Giant Fresh Selected Golden Potatoes,3.79,5.49,5,5 lbs,,,IA,Glenwood,51534,Russ Market,900 South Locust Street,False,,3024 E Independence Blvd Charlotte NC 28205,,
Red Potatoes,4.99,4.99,5,5 lb,,,IA,Glenwood,51534,Russ Market,900 South Locust Street,False,,6613 Evers Rd San Antonio TX 78238,,
Sweet Potato,1.29,1.49,1.0,lb,,,IA,Glenwood,51534,Russ Market,900 South Locust Street,False,,4551 S White Mountain Rd Show Low AZ 85901,,
Russet Potato,1.29,1.59,1.0,lb,,,IA,Glenwood,51534,Russ Market,900 South Locust Street,False,,8550 Central Sands Rd Bancroft WI 54921,,
Microwave Russet Potato,0.99,0.99,,,,,IA,Glenwood,51534,Russ Market,900 South Locust Street,False,,,,
Best Choice Potato Russet,4.29,4.29,10,10 lb,,,IA,Glenwood,51534,Russ Market,900 South Locust Street,False,,,,
Iceberg Lettuce,1.89,1.89,,,,,IA,Glenwood,51534,Russ Market,900 South Locust Street,False,,512 Pajaro St Salinas CA 93901,,
Dole Shredded Lettuce 8 Oz,2.19,2.19,0.5,8 oz,,,IA,Glenwood,51534,Russ Market,900 South Locust Street,False,,8 Rue de Dole Besancon BFC 25000,,
"Dole Lettuce, Shredded, Value Size 16 Oz",3.99,3.99,1.0,16 oz,,,IA,Glenwood,51534,Russ Market,900 South Locust Street,False,,16oz Rue de la Gare La Chapelle-Saint-Ursin CVL 18570,,
"Betty Crocker Pasta Salad, Bacon Lettuce & Tomato 7.3 Oz",2.49,3.79,0.45625,7.3 oz,,,IA,Glenwood,51534,Russ Market,900 South Locust Street,False,,Beatty Rd Crocker MO 65452,,
Roma Tomatoes,1.59,1.59,1.0,lb,,,IA,Glenwood,51534,Russ Market,900 South Locust Street,False,, Roma Lazio ,,
Beefsteak Tomato,1.99,2.99,1.0,lb,,,IA,Glenwood,51534,Russ Market,900 South Locust Street,False,,Beefsteak Rd Kingston NF 2899,,
"Regular Red Tomato, Large",2.99,2.99,1.0,lb,,,IA,Glenwood,51534,Russ Market,900 South Locust Street,False,,,,
Tomatoes On The Vine,2.99,2.99,1.0,lb,,,IA,Glenwood,51534,Russ Market,900 South Locust Street,False,, Leeds and the Thousand Islands Ontario ,,
Nature Sweet Cherubs Heavenly Salad Tomatoes 10 Oz,3.99,3.99,0.625,10 oz,,,IA,Glenwood,51534,Russ Market,900 South Locust Street,False,,,,
Campbell's® Tomato Soup 10.750 Oz,1.29,1.99,0.671875,10.75 oz,,,IA,Glenwood,51534,Russ Market,900 South Locust Street,False,,Campbell Ave West Haven CT 06516,,
Ro Tel Original Diced Tomatoes & Green Chilies 10 Oz,1.39,1.79,0.625,10 oz,,,IA,Glenwood,51534,Russ Market,900 South Locust Street,False,,,,
Hunt's Tomato Paste 6 Oz,1.39,1.59,0.375,6 oz,,,IA,Glenwood,51534,Russ Market,900 South Locust Street,False,,208 Barclay Pde SW Calgary AB T2P 4R4,,
"Lipman Tomatoes, Grape 1 Pt",2.99,2.99,,,,,IA,Glenwood,51534,Russ Market,900 South Locust Street,False,,2771 French Camp Rd Manteca CA 95336,,
Best Choice Fancy Tomato Paste 6 Oz,1.29,1.29,0.375,6 oz,,,IA,Glenwood,51534,Russ Market,900 South Locust Street,False,,,,
Best Choice Fancy Tomato Sauce 8 Oz,0.89,0.89,0.5,8 oz,,,IA,Glenwood,51534,Russ Market,900 South Locust Street,False,,,,
Ro Tel Mild Diced Tomatoes & Green Chillies 10 Oz,1.39,1.79,0.625,10 oz,,,IA,Glenwood,51534,Russ Market,900 South Locust Street,False,,   ,,
"Classico Pasta Sauce, Tomato & Basil 24 Oz",3.49,4.99,1.5,24 oz,,,IA,Glenwood,51534,Russ Market,900 South Locust Street,False,,358 Princeton Hightstown Rd Princeton Junction NJ 08550,,
Hunt's Tomato Sauce 8 Oz,1.09,1.19,0.5,8 oz,,,IA,Glenwood,51534,Russ Market,900 South Locust Street,False,,,,
Best Choice Fancy Tomato Sauce,1.39,1.59,0.9375,15 oz,,,IA,Glenwood,51534,Russ Market,900 South Locust Street,False,,,,
"Hunt's Tomato Sauce, 100% Natural 15 Oz",1.79,1.99,0.9375,15 oz,,,IA,Glenwood,51534,Russ Market,900 South Locust Street,False,,15 S 100 E Moab UT 84532,,
Best Choice Petite Diced Tomatoes,1.19,1.39,0.90625,14.5 oz,,,IA,Glenwood,51534,Russ Market,900 South Locust Street,False,,,,
"Hunt's Tomatoes, Fire Roasted, Diced 14.5 Oz",1.39,2.29,0.90625,14.5 oz,,,IA,Glenwood,51534,Russ Market,900 South Locust Street,False,,,,
Always Save Tomato Sauce 8 Oz,0.69,0.69,0.5,8 oz,,,IA,Glenwood,51534,Russ Market,900 South Locust Street,False,,8 Calle Sauce Tlalnepantla de Baz Edomex 54075,,
Best Choice Diced Tomato 14.5 Oz,1.19,1.39,0.90625,14.5 oz,,,IA,Glenwood,51534,Russ Market,900 South Locust Street,False,,,,
Best Choice Tomato Sauce No Salt Added,0.79,0.79,0.5,8 oz,,,IA,Glenwood,51534,Russ Market,900 South Locust Street,False,,,,
"Ro Tel Tomatoes, With Habaneros, Hot, Diced 10 Oz",1.39,1.79,0.625,10 oz,,,IA,Glenwood,51534,Russ Market,900 South Locust Street,False,,Rötelsteig Zurich ZH 8037,,
"Hunt's Tomato Sauce, 100% Natural 29 Oz",2.79,3.79,1.8125,29 oz,,,IA,Glenwood,51534,Russ Market,900 South Locust Street,False,,29 S 100 E Moab UT 84532,,
Campbell's® Heart Healthy Tomato Soup 10.750 Oz,2.19,2.19,0.625,10 oz,,,IA,Glenwood,51534,Russ Market,900 South Locust Street,False,,Campbell Ave West Haven CT 06516,,
Best Choice Superior Selections Iqf Sliced Strawberries 16 Oz,5.59,5.59,1.0,16 oz,,,IA,Glenwood,51534,Russ Market,900 South Locust Street,False,,645 Lexington Ave New York NY 10022,,
Best Choice Sliced Strawberry,4.19,4.49,1.0,16 oz,,,IA,Glenwood,51534,Russ Market,900 South Locust Street,False,,,,
Best Choice Iqf Strawberry Bag,5.29,5.29,1.0,16 oz,,,IA,Glenwood,51534,Russ Market,900 South Locust Street,False,,,,
Best Choice Sliced Strawberry,6.49,6.49,1.5,24 oz,,,IA,Glenwood,51534,Russ Market,900 South Locust Street,False,,,,
"Red Blossom Strawberries, Fresh 16 Oz",2.89,2.89,1.0,16 oz,,,IA,Glenwood,51534,Russ Market,900 South Locust Street,False,,1480 County Road 32 Crysler North Stormont Ontario K0A 1R0,,
Strawberries,2.89,2.89,,,,,IA,Glenwood,51534,Russ Market,900 South Locust Street,False,,1480 County Road 32 Crysler North Stormont Ontario K0A 1R0,,
"Daisy Cottage Cheese, With Strawberries, 4% Milkfat Minimum 6 Oz",1.79,1.79,0.375,6 oz,,,IA,Glenwood,51534,Russ Market,900 South Locust Street,False,,,,
Dole Raspberries 6 Oz,3.29,3.49,0.375,6 oz,,,IA,Glenwood,51534,Russ Market,900 South Locust Street,False,,6oz Rue de Dole Besancon BFC 25000,,
Best Choice Raspberries,7.69,7.69,0.75,12 oz,,,IA,Glenwood,51534,Russ Market,900 South Locust Street,False,,,,
Whole White Mushrooms,1.99,1.99,0.5,8 oz,,,IA,Glenwood,51534,Russ Market,900 South Locust Street,False,,,,
White Sliced Mushrooms,2.19,2.19,0.5,8 oz,,,IA,Glenwood,51534,Russ Market,900 South Locust Street,False,,Oxpens Road Oxford England OX1 1,,
Baby Bella Sliced Mushrooms,3.49,3.49,0.5,8 oz,,,IA,Glenwood,51534,Russ Market,900 South Locust Street,False,,9 St Helens Road Ormskirk England L39 4QJ,,
Whole Baby Bella Mushrooms,3.49,3.49,0.5,8 oz,,,IA,Glenwood,51534,Russ Market,900 South Locust Street,False,,9 St Helens Road Ormskirk England L39 4QJ,,
Best Choice Mushroom Pieces & Stems 8 Oz,2.49,2.49,0.5,8 oz,,,IA,Glenwood,51534,Russ Market,900 South Locust Street,False,,,,
Best Choice Sliced Button Mushroom 4 Oz,2.29,2.29,0.25,4 oz,,,IA,Glenwood,51534,Russ Market,900 South Locust Street,False,,,,
Whole White Mushrooms,4.99,4.99,1.0,16 oz,,,IA,Glenwood,51534,Russ Market,900 South Locust Street,False,,,,
Best Choice Mushroom Stems And Pieces 4 Oz,2.19,2.19,0.25,4 oz,,,IA,Glenwood,51534,Russ Market,900 South Locust Street,False,,,,
Best Choice Mushroom Button,2.29,2.29,0.25,4 oz,,,IA,Glenwood,51534,Russ Market,900 South Locust Street,False,,,,
Best Choice Spaghetti Sauce With Mushrooms 24 Oz,1.79,2.29,1.5,24 oz,,,IA,Glenwood,51534,Russ Market,900 South Locust Street,False,,,,
"Green Giant Mushrooms, Pieces & Stems 4 Oz",2.79,2.79,0.25,4 oz,,,IA,Glenwood,51534,Russ Market,900 South Locust Street,False,,,,
Clearly Organic Mushroom Pieces/Stem,1.99,1.99,0.25,4 oz,,,IA,Glenwood,51534,Russ Market,900 South Locust Street,False,,601 W Peace St Raleigh NC 27605,,
Hormel Black Label Thick Cut Bacon,7.69,7.69,1.0,16 oz Packet,,,,,,Hyvee,,True,,,,
Hormel Black Label Fully Cooked Original Thick Cut Bacon,3.99,4.48,0.1575,2.52 oz,,,,,,Hyvee,,True,,,,
Applegate Naturals Uncured Sunday Bacon Hickory Smoked,6.99,6.99,0.5,8 oz,,,,,,Hyvee,,True,,,,
Hy-Vee Double Smoked Thick Sliced Bacon,4.99,4.99,1.0,16 oz,,,,,,Hyvee,,False,,48 Longwater Road Bracknell England RG12 7NU,,
Applegate Naturals No Sugar Uncured Bacon Hickory Smoked,6.99,6.99,0.5,8 oz,,,,,,Hyvee,,True,,,,
Hy-Vee Sweet Smoked Bacon,4.99,4.99,1.0,16 oz Package,,,,,,Hyvee,,False,,1330 Leonard St NW Grand Rapids MI 49504,,
Hormel Black Label Original Bacon,7.69,7.69,1.0,16 oz Pack,,,,,,Hyvee,,True,,,,
Jimmy Dean Premium Hickory Smoked Bacon,27.0,27.0,0.75,12 oz Package,,,,,,Hyvee,,False,,Hickory Rd Premium KY 41845,,
"Farmland Bacon, Double Smoked, Double Thick Cut",6.49,7.49,0.75,12 oz,,,,,,Hyvee,,True,,,,
Hormel Black Label Center Cut Bacon,7.69,7.69,0.75,12 oz Pack,,,,,,Hyvee,,True,,,,
Hy-Vee Center Cut Bacon,4.99,4.99,0.75,12 oz,,,,,,Hyvee,,True,,802 S Center St Marshalltown IA 50158,,
Country Smokehouse Thick Applewood Slab Bacon,5.49,8.99,1.0,1 lb,,,,,,Hyvee,,False,, Rocky View County Alberta T2A,,
Hormel Black Label Original Bacon,4.79,4.99,0.75,12 oz Package,,,,,,Hyvee,,True,,,,
Farmland Naturally Hickory Smoked Classic Cut Bacon,6.49,7.49,1.0,16 oz,,,,,,Hyvee,,True,,,,
Jimmy Dean Premium Applewood Smoked Bacon,5.99,6.49,0.75,12  oz,,,,,,Hyvee,,False,, Denver CO 80215,,
Farmland Naturally Hickory Smoked Thick Cut Bacon,6.49,7.49,1.0,16 oz,,,,,,Hyvee,,True,,,,
Hormel Black Label Original Bacon 4Pk,9.99,9.99,0.75,12 oz Box,,,,,,Hyvee,,True,,,,
Oscar Mayer Naturally Hardwood Smoked Bacon,6.99,6.99,1.0,16 oz,,,,,,Hyvee,,False,, Harwood MD ,,
"Oscar Mayer Original Center Cut Bacon, for a Low Carb Lifestyle",6.99,6.99,0.75,12 oz,,,,,,Hyvee,,False,,,,
Oscar Mayer Thick Cut Bacon,6.99,6.99,1.0,16 oz,,,,,,Hyvee,,False,,Furnham Road Chard England TA20 1,,
Country Smokehouse Thick Hickory Smoked Slab Bacon,5.49,8.99,1.0,1 lb,,,,,,Hyvee,,False,,9 Llandudno Road Rhos-on-sea Wales LL28 4TR,,
Hickory Country Smoked Bacon,4.49,4.99,1.0,16 oz,,,,,,Hyvee,,False,, Hickory NC ,,
Hy-Vee Hickory House Applewood Naturally Smoked Thick Sliced Bacon,8.99,8.99,1.5,24 oz Package,,,,,,Hyvee,,False,,55 St George's Road Harrogate England HG2 9BP,,
Hy-Vee Sweet Smoked Thick Sliced Bacon,4.99,4.99,1.0,16 oz,,,,,,Hyvee,,False,,,,
Hy-Vee Fully Cooked Hickory Smoked Bacon,3.89,4.29,0.1575,2.52 oz,,,,,,Hyvee,,False,,,,
Hormel Black Label Applewood Thick Cut Bacon,7.69,7.69,0.75,12 oz Tray,,,,,,Hyvee,,True,,,,
Farmland Naturally Applewood Smoked Classic Cut Bacon,6.49,7.49,1.0,16 oz,,,,,,Hyvee,,True,,,,
Farmland Naturally Hickory Smoked Thick Cut Bacon Package,8.99,11.99,1.5,24 oz Zip Pak,,,,,,Hyvee,,True,,,,
Hy-Vee Lower Sodium Sweet Smoked Bacon,4.99,4.99,1.0,16 oz,,,,,,Hyvee,,False,,Bacon St Nazareth PA 18064,,
Wright Naturally Hickory Smoked Bacon,12.49,12.49,1.5,24 oz,,,,,,Hyvee,,True,,Hickory Ave Oskaloosa IA 52577,,
"Hormel Bacon, Original, Uncured",7.69,7.69,0.75,12 oz Pack,,,,,,Hyvee,,True,,,,
Jimmy Dean FC Hickory Bacon,5.99,6.49,0.1375,2.2 oz Package,,,,,,Hyvee,,False,,Jimmy Pl NE Hickory NC 28601,,
Smithfield Hometown Original Bacon,5.99,5.99,0.75,12 oz Package,,,,,,Hyvee,,False,,1807 S Church St Smithfield VA 23430,,
Farmland Naturally Hickory Smoked Lower Sodium Classic Cut Bacon,6.49,7.49,1.0,16 oz,,,,,,Hyvee,,True,,,,
Hormel Black Label Maple Bacon,7.69,7.69,0.75,12 oz Bag,,,,,,Hyvee,,True,,,,
Oscar Mayer Original Fully Cooked Bacon,4.99,6.99,0.1575,2.52 oz,,,,,,Hyvee,,False,,Furnham Road Chard England TA20 1,,
Hy-Vee Hickory House Hickory Smoked Thick Sliced Bacon,8.99,8.99,1.5,24 oz Package,,,,,,Hyvee,,False,, Hickory NC ,,
Oscar Mayer Selects Smoked Uncured Bacon,7.48,7.48,0.75,12 oz,,,,,,Hyvee,,False,,Furnham Road Chard England TA20 1,,
Jimmy Dean FC Applewood Smoked Bacon,5.99,6.49,0.1375,2.2 oz Package,,,,,,Hyvee,,False,, Denver CO 80215,,
Oscar Mayer Center Cut Thick Sliced Bacon,6.99,6.99,0.75,12 oz,,,,,,Hyvee,,False,,,,
Hormel Black Label Original Thick Cut Bacon,11.49,11.49,1.5,24 oz Bag,,,,,,Hyvee,,True,,,,
Wright Naturally Smoked Applewood Bacon,12.49,12.49,1.5,24 oz Package,,,,,,Hyvee,,False,, Denver CO 80215,,
Smithfield Naturally Hickory Smoked Thick Cut Bacon,5.99,5.99,0.75,12 oz,,,,,,Hyvee,,False,,Hickory Pl Carl Junction MO 64834,,
Hy-Vee Hickory House Peppered Naturally Smoked Thick Sliced Bacon,8.99,8.99,1.5,24 oz Package,,,,,,Hyvee,,False,,5101 W Holiday Dr Peoria IL 61615,,
Farmland Naturally Applewood Smoked Thick Cut Bacon,8.99,11.99,1.5,24 oz Zip Pak,,,,,,Hyvee,,True,,,,
Farmland Naturally Hickory Smoked Extra Thick Cut Bacon,6.49,7.49,1.0,16 oz,,,,,,Hyvee,,True,,,,
Hormel Black Label Cherrywood Thick Cut Bacon,7.69,7.69,0.75,12 oz Blister Pack,,,,,,Hyvee,,True,,,,
Hy-Vee Blue Ribbon Maple Naturally Smoked Thick Sliced Bacon,8.99,8.99,1.5,24 oz Package,,,,,,Hyvee,,False,,119 Sullivan St New York NY 10012,,
Farmland Naturally Hickory Smoked 30% Less Fat Center Cut Bacon,6.49,7.49,0.75,12 oz,,,,,,Hyvee,,True,,,,
Bourbon & Brown Sugar Slab Bacon,5.49,8.99,1.0,1 lb,,,,,,Hyvee,,False,, Bourbon MO ,,
Hormel Natural ChoiceOriginal Thick Cut Uncured Bacon,11.49,11.49,1.25,20 oz Package,,,,,,Hyvee,,True,,,,
Farmland Naturally Hickory Smoked Double Smoked Classic Cut Bacon,6.49,7.49,1.0,16 oz,,,,,,Hyvee,,True,,,,
Des Moines Bacon & Meat Company Hardwood Smoked Uncured Country Bacon,6.99,6.99,0.75,12 oz Package,,,,,,Hyvee,,True,,300 Walnut St Des Moines IA 50309,,
Hormel Black Label Jalapeno Thick Cut Bacon,7.99,7.99,0.75,12 oz Tray,,,,,,Hyvee,,True,,,,
Oscar Mayer Naturally Hardwood Smoked Thick Cut Applewood Bacon,6.99,6.99,1.0,16 oz,,,,,,Hyvee,,False,, Chapel Hill TN 37034,,
Des Moines Bacon & Meat Company Applewood Smoked Bacon,6.99,6.99,0.75,12 oz Package,,,,,,Hyvee,,True,,300 Walnut St Des Moines IA 50309,,
Oscar Mayer Natural Fully Cooked Uncured Bacon,7.49,7.49,0.1575,2.52 oz,,,,,,Hyvee,,False,,Furnham Road Chard England TA20 1,,
Hy-Vee Grade A Large Eggs,3.99,3.99,,,,,,,,Hyvee,,False,,,12 ct,1.0
Hy-Vee Grade A Large Eggs,4.72,4.72,,,,,,,,Hyvee,,False,,,18 ct,1.5
Farmers Hen House Free Range Organic Large Brown Grade A Eggs,5.99,5.99,,,,,,,,Hyvee,,False,,,12 ct Carton,1.0
That's Smart! Large Shell Eggs,3.18,3.18,,,,,,,,Hyvee,,False,,850 Wolcott St Waterbury CT 06705,12 ct,1.0
Farmers Hen House Free Range Grade A Large Brown Eggs,4.99,4.99,,,,,,,,Hyvee,,False,,,12 ct Carton,1.0
Hy-Vee Grade A Extra Large Eggs,5.99,5.99,,,,,,,,Hyvee,,False,,,18 ct Carton,1.5
Eggland's Best Classic Large White Eggs,5.98,5.98,,,,,,,,Hyvee,,False,,281 Witton Road Birmingham England B6 6NT,18 ct,1.5
Eggland's Best Classic Large White Eggs,3.99,3.99,,,,,,,,Hyvee,,False,,281 Witton Road Birmingham England B6 6NT,12 ct,1.0
Hy-Vee Free Range Large Brown Egg Grade A,3.99,3.99,,,,,,,,Hyvee,,False,,Free Way Gravataí RS 94065-140,12 ct,1.0
Hy-Vee Grade A Jumbo Eggs,4.99,4.99,,,,,,,,Hyvee,,False,,,12 ct,1.0
Hy-Vee Cage Free Large Brown Egg Grade A,5.98,5.98,,,,,,,,Hyvee,,False,, Egg Vorarlberg ,18 ct,1.5
Eggland's Best Cage Free Large Brown Eggs,5.49,5.49,,,,,,,,Hyvee,,False,,7 West Bank Scarborough England YO12 4DX,12 ct,1.0
Hy-Vee Cage Free Large Brown Egg Grade A,3.99,3.99,,,,,,,,Hyvee,,False,, Egg Vorarlberg ,12 ct,1.0
Hy-Vee Cage Free Omega-3 Grade A Large Brown Eggs,3.99,3.99,,,,,,,,Hyvee,,False,, Tokologo Free State ,12 ct,1.0
Farmers Hen House Pasture Raised Organic Grade A Large Brown Eggs,6.99,6.99,,,,,,,,Hyvee,,False,, St. John Figtree Nevis ,12 ct Carton,1.0
Hy-Vee HealthMarket Organic Grade A Large Eggs,5.49,5.49,,,,,,,,Hyvee,,False,,13113 66th St Largo FL 33773,12 ct,1.0
Eggland's Best Classic Extra Large White Eggs,4.29,4.29,,,,,,,,Hyvee,,False,,,12 ct,1.0
Hy-Vee Grade A Extra Large Eggs,4.59,4.59,,,,,,,,Hyvee,,False,,,12 ct,1.0
Eggland's Best Classic Extra Large White Eggs,6.39,6.39,,,,,,,,Hyvee,,False,,,18 ct,1.5
Hy-Vee One Step Pasture Raised Large Brown Eggs,4.99,4.99,,,,,,,,Hyvee,,True,,1914 8th St Coralville IA 52241,1 dz,1.0
Farmers Hen House Jumbo Brown Eggs,4.99,4.99,,,,,,,,Hyvee,,True,,1956 520th St SW Kalona IA 52247,12 ct,1.0
"Nellie's Eggs, Brown, Free Range, Large",7.99,7.99,,,,,,,,Hyvee,,False,,Old North Road Royston England SG8 5,18 ct,1.5
Hy-Vee Grade A Medium Eggs,2.99,2.99,,,,,,,,Hyvee,,False,,,12 ct,1.0
"Pete & Gerry's Eggs, Organic, Brown, Free Range, Large",6.99,6.99,,,,,,,,Hyvee,,False,, St Petersburg FL ,12 ct,1.0
Eggland's Best 100% USDA Organic Certified Large Brown Eggs,6.79,6.79,,,,,,,,Hyvee,,False,,888 W Santa Ana Blvd Santa Ana CA 92701,12 ct,1.0
Nellie's Free Range Eggs Large Fresh Brown Grade A,5.99,5.99,,,,,,,,Hyvee,,False,,,12 ct,1.0
Hy-Vee Grade A Large Eggs,2.77,2.77,,,,,,,,Hyvee,,False,,,6 ct,0.5
Farmers Hen House Organic Large Brown Eggs,3.49,3.49,,,,,,,,Hyvee,,True,,1956 520th St SW Kalona IA 52247,6 ct,0.5
