Product,Current Price,Orignal Price,Weight in lbs,True Weight,Brand,Producer,State,City,Zip Code,Source,Address,Local,Vendor,VendorAddress,True Amount,Amount in dz
Sweet Potato,1.59,1.59,1.0,lb,,,IA,Glenwood,51534,Russ Market,900 South Locust Street,False,,4551 S White Mountain Rd Show Low AZ 85901,,
Red Potatoes,4.79,4.79,5,5 lb,,,IA,Glenwood,51534,Russ Market,900 South Locust Street,False,,6613 Evers Rd Leon Valley TX 78238,,
Microwave Russet Potato,1.79,1.79,,,,,IA,Glenwood,51534,Russ Market,900 South Locust Street,False,,8550 Central Sands Rd Bancroft WI 54921,,
Iceberg Lettuce,2.29,2.29,,,,,IA,Glenwood,51534,Russ Market,900 South Locust Street,False,,512 Pajaro St Salinas CA 93901,,
Red Leaf Lettuce,2.99,2.99,,,,,IA,Glenwood,51534,Russ Market,900 South Locust Street,False,,28-32 High Street West Bromwich England B70 6JT,,
Dole Shredded Lettuce 8 Oz,2.09,2.09,0.5,8 oz,,,IA,Glenwood,51534,Russ Market,900 South Locust Street,False,,8 Rue de Dole Besancon BFC 25000,,
"Dole Lettuce, Shredded, Value Size 16 Oz",3.99,3.99,1.0,16 oz,,,IA,Glenwood,51534,Russ Market,900 South Locust Street,False,,16 Lettuce Rd Verulam  4319,,
"Betty Crocker Pasta Salad, Bacon Lettuce & Tomato 7.3 Oz",2.49,3.79,0.45625,7.3 oz,,,IA,Glenwood,51534,Russ Market,900 South Locust Street,False,,Beatty Rd Crocker MO 65452,,
Tomatoes On The Vine,1010.0,2.49,1.0,lb,,,IA,Glenwood,51534,Russ Market,900 South Locust Street,False,, Leeds and the Thousand Islands Ontario ,,
Roma Tomatoes,1.39,1.39,1.0,lb,,,IA,Glenwood,51534,Russ Market,900 South Locust Street,False,, Roma Lazio ,,
Beefsteak Tomato,2.99,2.99,1.0,lb,,,IA,Glenwood,51534,Russ Market,900 South Locust Street,False,,,,
Nature Sweet Cherubs Heavenly Salad Tomatoes 10 Oz,3.99,3.99,0.625,10 oz,,,IA,Glenwood,51534,Russ Market,900 South Locust Street,False,,3041 Avenida Pablo Neruda Providencia 4ta Sección JAL 44630,,
"Lipman Tomatoes, Grape 1 Pt",2.99,2.99,,,,,IA,Glenwood,51534,Russ Market,900 South Locust Street,False,,1 Lipman St Wellington WGN 6011,,
"Regular Red Tomato, Large",2.99,2.99,1.0,lb,,,IA,Glenwood,51534,Russ Market,900 South Locust Street,False,,,,
Campbell's® Tomato Soup 10.750 Oz,1.29,1.99,0.671875,10.75 oz,,,IA,Glenwood,51534,Russ Market,900 South Locust Street,False,,750 Campbell Ave West Haven CT 06516-3714,,
Ro Tel Original Diced Tomatoes & Green Chilies 10 Oz,1.79,1.79,0.625,10 oz,,,IA,Glenwood,51534,Russ Market,900 South Locust Street,False,,,,
Best Choice Fancy Tomato Sauce,0.89,0.89,0.5,8 oz,,,IA,Glenwood,51534,Russ Market,900 South Locust Street,False,,,,
Ro Tel Mild Diced Tomatoes & Green Chillies 10 Oz,1.79,1.79,0.625,10 oz,,,IA,Glenwood,51534,Russ Market,900 South Locust Street,False,,   ,,
Hunt's Tomato Paste 6 Oz,1.59,1.59,0.375,6 oz,,,IA,Glenwood,51534,Russ Market,900 South Locust Street,False,,208 Barclay Pde SW Calgary AB T2P 4R4,,
Best Choice Fancy Tomato Paste,1.29,1.29,0.375,6 oz,,,IA,Glenwood,51534,Russ Market,900 South Locust Street,False,,,,
"Red Gold Tomato Juice, Fresh Squeezed 46 Fl Oz",3.29,3.29,0.0625,46 fl oz,,,IA,Glenwood,51534,Russ Market,900 South Locust Street,False,,18315 W Dixie Hwy North Miami Beach FL 33160,,
Best Choice Petite Diced Tomatoes,1.19,1.39,0.90625,14.5 oz,,,IA,Glenwood,51534,Russ Market,900 South Locust Street,False,,,,
Best Choice Fancy Tomato Sauce,1.39,1.59,0.9375,15 oz,,,IA,Glenwood,51534,Russ Market,900 South Locust Street,False,,,,
Hunt's Tomatoes 8 Oz,1.09,1.19,0.5,8 oz,,,IA,Glenwood,51534,Russ Market,900 South Locust Street,False,,Hunts Park Donaghadee NIR BT21 0,,
"Hunt's Tomatoes, Fire Roasted, Diced 14.5 Oz",1.39,2.29,0.90625,14.5 oz,,,IA,Glenwood,51534,Russ Market,900 South Locust Street,False,,355 NE 5th Ave Delray Beach FL 33483,,
"Hunt's Tomato Sauce, 100% Natural 15 Oz",1.99,1.99,0.9375,15 oz,,,IA,Glenwood,51534,Russ Market,900 South Locust Street,False,,15 Hunt's Ln St John's NL A1B 2L2,,
Always Save Tomato Sauce,0.69,0.69,0.5,8 oz,,,IA,Glenwood,51534,Russ Market,900 South Locust Street,False,,,,
Best Choice Tomato & Basil,2.29,2.29,1.5,24 oz,,,IA,Glenwood,51534,Russ Market,900 South Locust Street,False,,,,
Campbell's® Tomato Juice 33.000 Fl Oz,3.89,3.89,0.34375,6pk 5.5oz,,,IA,Glenwood,51534,Russ Market,900 South Locust Street,False,,33 Pervy Campbell Rd Ponce de Leon FL 32455,,
Best Choice Diced Tomato,1.19,1.39,0.90625,14.5 oz,,,IA,Glenwood,51534,Russ Market,900 South Locust Street,False,,,,
"Ro Tel Tomatoes, With Habaneros, Hot, Diced 10 Oz",1.79,1.79,0.625,10 oz,,,IA,Glenwood,51534,Russ Market,900 South Locust Street,False,,717 S Broadway Baltimore MD 21231,,
Best Choice Diced Tomatoes W/Green Chilies Orig,1.19,1.39,0.625,10 oz,,,IA,Glenwood,51534,Russ Market,900 South Locust Street,False,, West Green GA ,,
Best Choice Iqf Sliced Strawberries,5.59,5.59,1.0,16 oz,,,IA,Glenwood,51534,Russ Market,900 South Locust Street,False,,,,
Best Choice Sliced Strawberry,6.49,6.49,1.5,24 oz,,,IA,Glenwood,51534,Russ Market,900 South Locust Street,False,,,,
Best Choice Iqf Strawberry Bag,5.29,5.29,1.0,16 oz,,,IA,Glenwood,51534,Russ Market,900 South Locust Street,False,,,,
Strawberries,35.0,2.99,,,,,IA,Glenwood,51534,Russ Market,900 South Locust Street,False,,,,
Strawberries,4.99,4.99,2,2 lb,,,IA,Glenwood,51534,Russ Market,900 South Locust Street,False,,,,
Dole Raspberries 6 Oz,3.99,3.99,0.375,6 oz,,,IA,Glenwood,51534,Russ Market,900 South Locust Street,False,,6oz Rue de Dole Besancon BFC 25000,,
Whole White Mushrooms,2.49,2.49,0.5,8 oz,,,IA,Glenwood,51534,Russ Market,900 South Locust Street,False,,,,
White Sliced Mushrooms,2.79,2.79,0.5,8 oz,,,IA,Glenwood,51534,Russ Market,900 South Locust Street,False,,19 Banbury Road Kidlington England OX5 2BG,,
Baby Bella Sliced Mushrooms,3.49,3.49,0.5,8 oz,,,IA,Glenwood,51534,Russ Market,900 South Locust Street,False,,9 St Helens Road Ormskirk England L39 4QJ,,
Whole Baby Bella Mushrooms,3.49,3.49,0.5,8 oz,,,IA,Glenwood,51534,Russ Market,900 South Locust Street,False,,9 St Helens Road Ormskirk England L39 4QJ,,
Best Choice Sliced Button Mushroom,2.29,2.29,0.25,4 oz,,,IA,Glenwood,51534,Russ Market,900 South Locust Street,False,,,,
Best Choice Mushroom Pieces & Stems,2.49,2.49,0.5,8 oz,,,IA,Glenwood,51534,Russ Market,900 South Locust Street,False,,,,
Best Choice Spaghetti Sauce With Mushrooms,2.29,2.29,1.5,24 oz,,,IA,Glenwood,51534,Russ Market,900 South Locust Street,False,,,,
Best Choice Mushroom Button,2.29,2.29,0.25,4 oz,,,IA,Glenwood,51534,Russ Market,900 South Locust Street,False,,,,
Whole White Mushrooms,4.79,4.79,1.0,16 oz,,,IA,Glenwood,51534,Russ Market,900 South Locust Street,False,,,,
Best Choice Mushroom Stem Pieces,2.19,2.19,0.25,4 oz,,,IA,Glenwood,51534,Russ Market,900 South Locust Street,False,,,,
"Green Giant Mushrooms, Pieces & Stems 4 Oz",2.79,2.79,0.25,4 oz,,,IA,Glenwood,51534,Russ Market,900 South Locust Street,False,,Green Giant Rd Townsend DE 19734,,
Clearly Organic Mushroom Pieces/Stem,1.99,1.99,0.25,4 oz,,,IA,Glenwood,51534,Russ Market,900 South Locust Street,False,,601 W Peace St Raleigh NC 27605,,
Hormel Black Label Thick Cut Bacon,7.89,7.89,1.0,16 oz Packet,,,,,,Hyvee,,True,,,,
Hormel Black Label Fully Cooked Original Thick Cut Bacon,3.99,4.48,0.1575,2.52 oz,,,,,,Hyvee,,True,,,,
Applegate Naturals Uncured Sunday Bacon Hickory Smoked,5.77,6.99,0.5,8 oz,,,,,,Hyvee,,True,,,,
Hy-Vee Double Smoked Thick Sliced Bacon,5.19,5.19,1.0,16 oz,,,,,,Hyvee,,False,,48 Longwater Road Bracknell England RG12 7NU,,
Applegate Naturals No Sugar Uncured Bacon Hickory Smoked,5.77,6.99,0.5,8 oz,,,,,,Hyvee,,True,,,,
Hy-Vee Sweet Smoked Bacon,5.19,5.19,1.0,16 oz Package,,,,,,Hyvee,,False,,1214 NW 21st Ave Portland OR 97209,,
Hormel Black Label Original Bacon,7.89,7.89,1.0,16 oz Pack,,,,,,Hyvee,,True,,,,
Jimmy Dean Premium Hickory Smoked Bacon,6.89,6.89,0.75,12 oz Package,,,,,,Hyvee,,False,,Hickory Rd Premium KY 41845,,
"Farmland Bacon, Double Smoked, Double Thick Cut",3.99,7.49,0.75,12 oz,,,,,,Hyvee,,True,,,,
Hormel Black Label Center Cut Bacon,7.89,7.89,0.75,12 oz Pack,,,,,,Hyvee,,True,,,,
Hy-Vee Center Cut Bacon,5.19,5.19,0.75,12 oz,,,,,,Hyvee,,True,,802 South Center Street Marshalltown IA 50158,,
Country Smokehouse Thick Applewood Slab Bacon,5.49,8.99,1.0,1 lb,,,,,,Hyvee,,False,, Rocky View County Alberta T2A,,
Hormel Black Label Original Bacon,4.99,4.99,0.75,12 oz Package,,,,,,Hyvee,,True,,,,
Farmland Naturally Hickory Smoked Classic Cut Bacon,3.99,7.49,1.0,16 oz,,,,,,Hyvee,,True,,,,
Jimmy Dean Premium Applewood Smoked Bacon,6.89,6.89,0.75,12  oz,,,,,,Hyvee,,False,, Denver CO 80215,,
Farmland Naturally Hickory Smoked Thick Cut Bacon,3.99,7.49,1.0,16 oz,,,,,,Hyvee,,True,,,,
Hormel Black Label Original Bacon 4Pk,10.49,10.49,0.75,12 oz Box,,,,,,Hyvee,,True,,,,
Oscar Mayer Naturally Hardwood Smoked Bacon,6.99,8.99,1.0,16 oz,,,,,,Hyvee,,False,, Harwood MD ,,
Oscar Mayer Center Cut Original Bacon,6.99,8.99,0.75,12 oz,,,,,,Hyvee,,False,,,,
Oscar Mayer Thick Cut Bacon,6.99,8.99,1.0,16 oz,,,,,,Hyvee,,False,,Furnham Road Chard England TA20 1,,
Country Smokehouse Thick Hickory Smoked Slab Bacon,5.49,8.99,1.0,1 lb,,,,,,Hyvee,,False,,9 Llandudno Road Rhos-on-sea Wales LL28 4TR,,
Hickory Country Smoked Bacon,4.19,4.99,1.0,16 oz,,,,,,Hyvee,,False,, Hickory NC ,,
Hy-Vee Hickory House Applewood Naturally Smoked Thick Sliced Bacon,8.99,8.99,1.5,24 oz Package,,,,,,Hyvee,,False,,55 St George's Road Harrogate England HG2 9BP,,
Hy-Vee Sweet Smoked Thick Sliced Bacon,5.19,5.19,1.0,16 oz,,,,,,Hyvee,,False,,1214 NW 21st Ave Portland OR 97209,,
Hy-Vee Fully Cooked Hickory Smoked Bacon,4.19,4.19,0.1575,2.52 oz,,,,,,Hyvee,,False,,,,
Hormel Black Label Applewood Thick Cut Bacon,7.89,7.89,0.75,12 oz Tray,,,,,,Hyvee,,True,,,,
Farmland Naturally Applewood Smoked Classic Cut Bacon,3.99,7.49,1.0,16 oz,,,,,,Hyvee,,True,,,,
Farmland Naturally Hickory Smoked Thick Cut Bacon Package,12.09,12.09,1.5,24 oz Zip Pak,,,,,,Hyvee,,True,,,,
Hy-Vee Lower Sodium Sweet Smoked Bacon,5.19,5.19,1.0,16 oz,,,,,,Hyvee,,False,,1214 NW 21st Ave Portland OR 97209,,
Wright Naturally Hickory Smoked Bacon,12.59,12.59,1.5,24 oz,,,,,,Hyvee,,False,,Hickory St Wright Twp MI 49403,,
"Hormel Bacon, Original, Uncured",7.89,7.89,0.75,12 oz Pack,,,,,,Hyvee,,True,,,,
Jimmy Dean FC Hickory Bacon,6.29,6.49,0.1375,2.2 oz Package,,,,,,Hyvee,,False,,Jimmy Pl NE Hickory NC 28601,,
Smithfield Hometown Original Bacon,6.29,6.29,0.75,12 oz Package,,,,,,Hyvee,,False,, Hometown IL ,,
Farmland Naturally Hickory Smoked Lower Sodium Classic Cut Bacon,3.99,7.49,1.0,16 oz,,,,,,Hyvee,,True,,,,
Hormel Black Label Maple Bacon,7.89,7.89,0.75,12 oz Bag,,,,,,Hyvee,,True,,,,
Oscar Mayer Fully Cooked Original Bacon,7.39,7.39,0.1575,2.52 oz,,,,,,Hyvee,,False,,Furnham Road Chard England TA20 1,,
Hy-Vee Hickory House Hickory Smoked Thick Sliced Bacon,8.99,8.99,1.5,24 oz Package,,,,,,Hyvee,,False,, Hickory NC ,,
Oscar Mayer Selects Smoked Uncured Bacon,7.48,7.48,0.75,12 oz,,,,,,Hyvee,,False,,Furnham Road Chard England TA20 1,,
Jimmy Dean FC Applewood Smoked Bacon,6.29,6.49,0.1375,2.2 oz Package,,,,,,Hyvee,,False,, Denver CO 80215,,
Oscar Mayer Center Cut Thick Sliced Bacon,6.99,8.99,0.75,12 oz,,,,,,Hyvee,,False,,,,
Hormel Black Label Original Thick Cut Bacon,11.59,11.59,1.5,24 oz Bag,,,,,,Hyvee,,True,,,,
Wright Naturally Smoked Applewood Bacon,12.59,12.59,1.5,24 oz Package,,,,,,Hyvee,,False,, Denver CO 80215,,
Smithfield Naturally Hickory Smoked Thick Cut Bacon,6.29,6.29,0.75,12 oz,,,,,,Hyvee,,False,,Hickory Pl Carl Junction MO 64834,,
Hy-Vee Hickory House Peppered Naturally Smoked Thick Sliced Bacon,8.99,8.99,1.5,24 oz Package,,,,,,Hyvee,,False,,525 S Winchester Blvd San Jose CA 95128,,
Farmland Naturally Applewood Smoked Thick Cut Bacon,12.09,12.09,1.5,24 oz Zip Pak,,,,,,Hyvee,,True,,,,
Farmland Naturally Hickory Smoked Extra Thick Cut Bacon,3.99,7.49,1.0,16 oz,,,,,,Hyvee,,True,,,,
Hormel Black Label Cherrywood Thick Cut Bacon,7.89,7.89,0.75,12 oz Blister Pack,,,,,,Hyvee,,True,,,,
Hy-Vee Blue Ribbon Maple Naturally Smoked Thick Sliced Bacon,8.99,8.99,1.5,24 oz Package,,,,,,Hyvee,,False,,625 U.S. 40 Blue Springs MO 64014,,
Farmland Naturally Hickory Smoked 30% Less Fat Center Cut Bacon,3.99,7.49,0.75,12 oz,,,,,,Hyvee,,True,,,,
Bourbon & Brown Sugar Slab Bacon,5.49,8.99,1.0,1 lb,,,,,,Hyvee,,False,, Bourbon MO ,,
Hormel Natural ChoiceOriginal Thick Cut Uncured Bacon,11.59,11.59,1.25,20 oz Package,,,,,,Hyvee,,True,,,,
Farmland Naturally Hickory Smoked Double Smoked Classic Cut Bacon,3.99,7.49,1.0,16 oz,,,,,,Hyvee,,True,,,,
Des Moines Bacon & Meat Company Hardwood Smoked Uncured Country Bacon,6.89,6.99,0.75,12 oz Package,,,,,,Hyvee,,True,,300 Walnut St Des Moines IA 50309,,
Hormel Black Label Jalapeno Thick Cut Bacon,8.39,8.39,0.75,12 oz Tray,,,,,,Hyvee,,True,,,,
Oscar Mayer Naturally Hardwood Smoked Thick Cut Applewood Bacon,6.99,8.99,1.0,16 oz,,,,,,Hyvee,,False,,Applewood Rd Baton Rouge LA 70808,,
Des Moines Bacon & Meat Company Applewood Smoked Bacon,6.89,6.99,0.75,12 oz Package,,,,,,Hyvee,,True,,300 Walnut St Des Moines IA 50309,,
Oscar Mayer Natural Fully Cooked Uncured Bacon,7.89,7.89,0.1575,2.52 oz,,,,,,Hyvee,,False,,Furnham Road Chard England TA20 1,,
Hy-Vee Grade A Large Eggs,3.49,3.49,,,,,,,,Hyvee,,False,,,12 ct,1.0
Hy-Vee Grade A Large Eggs,5.29,5.29,,,,,,,,Hyvee,,False,,,18 ct,1.5
Farmers Hen House Free Range Organic Large Brown Grade A Eggs,6.29,6.29,,,,,,,,Hyvee,,True,,1956 520th St SW Kalona IA 52247,12 ct Carton,1.0
That's Smart! Large Shell Eggs,2.09,2.09,,,,,,,,Hyvee,,False,,850 Wolcott St Waterbury CT 06705,12 ct,1.0
Farmers Hen House Free Range Grade A Large Brown Eggs,5.29,5.29,,,,,,,,Hyvee,,False,,,12 ct Carton,1.0
Hy-Vee Grade A Extra Large Eggs,5.59,5.59,,,,,,,,Hyvee,,False,,,18 ct Carton,1.5
Eggland's Best Classic Large White Eggs,6.29,6.29,,,,,,,,Hyvee,,False,,281 Witton Road Birmingham England B6 6NT,18 ct,1.5
Eggland's Best Classic Large White Eggs,4.19,4.19,,,,,,,,Hyvee,,False,,281 Witton Road Birmingham England B6 6NT,12 ct,1.0
Hy-Vee Free Range Large Brown Egg Grade A,4.19,4.19,,,,,,,,Hyvee,,False,, Brown Range Western Australia ,12 ct,1.0
Hy-Vee Grade A Jumbo Eggs,3.99,3.99,,,,,,,,Hyvee,,False,,,12 ct,1.0
Hy-Vee Cage Free Large Brown Egg Grade A,6.29,6.29,,,,,,,,Hyvee,,False,,2395 S Oneida St Ashwaubenon WI 54304,18 ct,1.5
Eggland's Best Cage Free Large Brown Eggs,5.79,5.79,,,,,,,,Hyvee,,False,,70 E Swedesford Rd Malvern PA 19355,12 ct,1.0
Hy-Vee Cage Free Large Brown Egg Grade A,4.19,4.19,,,,,,,,Hyvee,,False,,2395 S Oneida St Ashwaubenon WI 54304,12 ct,1.0
Hy-Vee Cage Free Omega-3 Grade A Large Brown Eggs,4.19,4.19,,,,,,,,Hyvee,,False,, Tokologo Free State ,12 ct,1.0
Farmers Hen House Pasture Raised Organic Grade A Large Brown Eggs,7.39,7.39,,,,,,,,Hyvee,,True,,1956 520th St SW Kalona IA 52247,12 ct Carton,1.0
Hy-Vee HealthMarket Organic Grade A Large Eggs,5.79,5.79,,,,,,,,Hyvee,,False,,1040 E Commerce Blvd Slinger WI 53086,12 ct,1.0
Eggland's Best Classic Extra Large White Eggs,4.49,4.49,,,,,,,,Hyvee,,False,,70 E Swedesford Rd Malvern PA 19355,12 ct,1.0
Hy-Vee Grade A Extra Large Eggs,3.89,3.89,,,,,,,,Hyvee,,False,,,12 ct,1.0
Eggland's Best Classic Extra Large White Eggs,6.59,6.59,,,,,,,,Hyvee,,False,,70 E Swedesford Rd Malvern PA 19355,18 ct,1.5
Hy-Vee One Step Pasture Raised Large Brown Eggs,5.29,5.29,,,,,,,,Hyvee,,False,, St. John Figtree Nevis ,1 dz,1.0
Farmers Hen House Jumbo Brown Eggs,5.29,5.29,,,,,,,,Hyvee,,True,,1956 520th St SW Kalona IA 52247,12 ct,1.0
"Nellie's Eggs, Brown, Free Range, Large",6.79,7.99,,,,,,,,Hyvee,,False,,Old North Road Royston England SG8 5,18 ct,1.5
Hy-Vee Grade A Medium Eggs,3.09,3.09,,,,,,,,Hyvee,,False,,,12 ct,1.0
"Pete & Gerry's Eggs, Organic, Brown, Free Range, Large",7.39,7.39,,,,,,,,Hyvee,,False,, St Petersburg FL ,12 ct,1.0
Eggland's Best 100% USDA Organic Certified Large Brown Eggs,7.19,7.19,,,,,,,,Hyvee,,False,,2 Ridgedale Ave Hanover Twp NJ 07927,12 ct,1.0
Nellie's Free Range Eggs Large Fresh Brown Grade A,6.29,6.29,,,,,,,,Hyvee,,False,,,12 ct,1.0
Hy-Vee Grade A Large Eggs,2.09,2.09,,,,,,,,Hyvee,,False,,,6 ct,0.5
Farmers Hen House Organic Large Brown Eggs,3.69,3.69,,,,,,,,Hyvee,,True,,1956 520th St SW Kalona IA 52247,6 ct,0.5
